smiles,cation_name,cation_smiles,anion_name,anion_smiles,molecular_weight
CC(=O)[O-].CCCCCCC[n+]1ccn(C)c1,IM-C1-C7,CCCCCCC[n+]1ccn(C)c1,OAc,CC([O-])=O,240.347
CCCCCCC[n+]1ccn(C)c1.N#C[S-],IM-C1-C7,CCCCCCC[n+]1ccn(C)c1,SCN,[S-]C#N,239.38800000000003
CCCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],IM-C1-C7,CCCCCCC[n+]1ccn(C)c1,NO3,[O-][N+]([O-])=O,243.30700000000002
CCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,IM-C1-C7,CCCCCCC[n+]1ccn(C)c1,OTf,[O-]S(=O)(=O)C(F)(F)F,330.372
CCCCCCC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],IM-C1-C7,CCCCCCC[n+]1ccn(C)c1,EtSO4,CCOS([O-])(=O)=O,306.42800000000005
CCCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],IM-C1-C7,CCCCCCC[n+]1ccn(C)c1,MeSO4,COS([O-])(=O)=O,292.40100000000007
CCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])O,IM-C1-C7,CCCCCCC[n+]1ccn(C)c1,HSO4,[O-]S(O)(=O)=O,278.3740000000001
CCCCCCC[n+]1ccn(C)c1.NCC(=O)[O-],IM-C1-C7,CCCCCCC[n+]1ccn(C)c1,Gly,[NH2]CC([O-])=O,255.362
CCCCCCC[n+]1ccn(C)c1.O=C([O-])C1CCCN1,IM-C1-C7,CCCCCCC[n+]1ccn(C)c1,Pro,[O-]C(=O)C1CCCN1,295.4270000000001
CC(O)C(=O)[O-].CCCCCCC[n+]1ccn(C)c1,IM-C1-C7,CCCCCCC[n+]1ccn(C)c1,Lac,CC(O)C([O-])=O,270.37300000000005
CCCCCCC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,IM-C1-C7,CCCCCCC[n+]1ccn(C)c1,TFA,[O-]C(=O)C(F)(F)F,294.317
CCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,IM-C1-C7,CCCCCCC[n+]1ccn(C)c1,BETI,[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,561.4640000000003
CCCCCCC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,IM-C1-C7,CCCCCCC[n+]1ccn(C)c1,FSI,[N-](S(=O)(=O)F)S(=O)(=O)F,361.4360000000001
CCCCCCC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,IM-C1-C7,CCCCCCC[n+]1ccn(C)c1,B(CN)4,[B-](C#N)(C#N)(C#N)C#N,296.18700000000007
CCCCCCC[n+]1ccn(C)c1.CCOP(=O)([O-])OCC,IM-C1-C7,CCCCCCC[n+]1ccn(C)c1,DEP,CCOP([O-])(=O)OCC,334.39700000000016
CCCCCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],IM-C1-C7,CCCCCCC[n+]1ccn(C)c1,MeSO3,CS([O-])(=O)=O,276.40200000000004
CCCCCCC[n+]1ccn(C)c1.O=C[O-],IM-C1-C7,CCCCCCC[n+]1ccn(C)c1,Formate,[O-]C=O,226.32000000000002
CCCCCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1,IM-C1-C7,CCCCCCC[n+]1ccn(C)c1,Benzoate,[O-]C(=O)c1ccccc1,302.418
CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,IM-C1-C8,CCCCCCCC[n+]1ccn(C)c1,NTf2,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,475.47700000000015
CCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,IM-C1-C8,CCCCCCCC[n+]1ccn(C)c1,BF4,F[B-](F)(F)F,282.134
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,IM-C1-C8,CCCCCCCC[n+]1ccn(C)c1,PF6,F[P-](F)(F)(F)(F)F,340.292
CCCCCCCC[n+]1ccn(C)c1.[Cl-],IM-C1-C8,CCCCCCCC[n+]1ccn(C)c1,Cl,[Cl-],230.78300000000004
CCCCCCCC[n+]1ccn(C)c1.[Br-],IM-C1-C8,CCCCCCCC[n+]1ccn(C)c1,Br,[Br-],275.23400000000004
CCCCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,IM-C1-C8,CCCCCCCC[n+]1ccn(C)c1,DCA,N#C[N-]C#N,261.37300000000005
CCCCCCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,IM-C1-C8,CCCCCCCC[n+]1ccn(C)c1,TCM,[C-](C#N)(C#N)C#N,285.39500000000004
CC(=O)[O-].CCCCCCCC[n+]1ccn(C)c1,IM-C1-C8,CCCCCCCC[n+]1ccn(C)c1,OAc,CC([O-])=O,254.37400000000002
CCCCCCCC[n+]1ccn(C)c1.N#C[S-],IM-C1-C8,CCCCCCCC[n+]1ccn(C)c1,SCN,[S-]C#N,253.41500000000005
CCCCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],IM-C1-C8,CCCCCCCC[n+]1ccn(C)c1,NO3,[O-][N+]([O-])=O,257.33400000000006
CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,IM-C1-C8,CCCCCCCC[n+]1ccn(C)c1,OTf,[O-]S(=O)(=O)C(F)(F)F,344.39900000000006
CCCCCCCC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],IM-C1-C8,CCCCCCCC[n+]1ccn(C)c1,EtSO4,CCOS([O-])(=O)=O,320.4550000000001
CCCCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],IM-C1-C8,CCCCCCCC[n+]1ccn(C)c1,MeSO4,COS([O-])(=O)=O,306.4280000000001
CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])O,IM-C1-C8,CCCCCCCC[n+]1ccn(C)c1,HSO4,[O-]S(O)(=O)=O,292.40100000000007
CCCCCCCC[n+]1ccn(C)c1.NCC(=O)[O-],IM-C1-C8,CCCCCCCC[n+]1ccn(C)c1,Gly,[NH2]CC([O-])=O,269.389
CCCCCCCC[n+]1ccn(C)c1.O=C([O-])C1CCCN1,IM-C1-C8,CCCCCCCC[n+]1ccn(C)c1,Pro,[O-]C(=O)C1CCCN1,309.4540000000001
CC(O)C(=O)[O-].CCCCCCCC[n+]1ccn(C)c1,IM-C1-C8,CCCCCCCC[n+]1ccn(C)c1,Lac,CC(O)C([O-])=O,284.4000000000001
CCCCCCCC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,IM-C1-C8,CCCCCCCC[n+]1ccn(C)c1,TFA,[O-]C(=O)C(F)(F)F,308.344
CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,IM-C1-C8,CCCCCCCC[n+]1ccn(C)c1,BETI,[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,575.4910000000003
CCCCCCCC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,IM-C1-C8,CCCCCCCC[n+]1ccn(C)c1,FSI,[N-](S(=O)(=O)F)S(=O)(=O)F,375.46300000000014
CCCCCCCC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,IM-C1-C8,CCCCCCCC[n+]1ccn(C)c1,B(CN)4,[B-](C#N)(C#N)(C#N)C#N,310.2140000000001
CCCCCCCC[n+]1ccn(C)c1.CCOP(=O)([O-])OCC,IM-C1-C8,CCCCCCCC[n+]1ccn(C)c1,DEP,CCOP([O-])(=O)OCC,348.42400000000015
CCCCCCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],IM-C1-C8,CCCCCCCC[n+]1ccn(C)c1,MeSO3,CS([O-])(=O)=O,290.4290000000001
CCCCCCCC[n+]1ccn(C)c1.O=C[O-],IM-C1-C8,CCCCCCCC[n+]1ccn(C)c1,Formate,[O-]C=O,240.34700000000004
CCCCCCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1,IM-C1-C8,CCCCCCCC[n+]1ccn(C)c1,Benzoate,[O-]C(=O)c1ccccc1,316.44500000000005
CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,IM-C1-C10,CCCCCCCCCC[n+]1ccn(C)c1,NTf2,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,503.5310000000001
CCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,IM-C1-C10,CCCCCCCCCC[n+]1ccn(C)c1,BF4,F[B-](F)(F)F,310.188
CCCCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,IM-C1-C10,CCCCCCCCCC[n+]1ccn(C)c1,PF6,F[P-](F)(F)(F)(F)F,368.34599999999995
CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],IM-C1-C10,CCCCCCCCCC[n+]1ccn(C)c1,Cl,[Cl-],258.837
CCCCCCCCCC[n+]1ccn(C)c1.[Br-],IM-C1-C10,CCCCCCCCCC[n+]1ccn(C)c1,Br,[Br-],303.288
CCCCCCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,IM-C1-C10,CCCCCCCCCC[n+]1ccn(C)c1,DCA,N#C[N-]C#N,289.427
CCCCCCCCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,IM-C1-C10,CCCCCCCCCC[n+]1ccn(C)c1,TCM,[C-](C#N)(C#N)C#N,313.44900000000007
CC(=O)[O-].CCCCCCCCCC[n+]1ccn(C)c1,IM-C1-C10,CCCCCCCCCC[n+]1ccn(C)c1,OAc,CC([O-])=O,282.42800000000005
CCCCCCCCCC[n+]1ccn(C)c1.N#C[S-],IM-C1-C10,CCCCCCCCCC[n+]1ccn(C)c1,SCN,[S-]C#N,281.46900000000005
CCCCCCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],IM-C1-C10,CCCCCCCCCC[n+]1ccn(C)c1,NO3,[O-][N+]([O-])=O,285.38800000000003
CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,IM-C1-C10,CCCCCCCCCC[n+]1ccn(C)c1,OTf,[O-]S(=O)(=O)C(F)(F)F,372.45300000000003
CCCCCCCCCC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],IM-C1-C10,CCCCCCCCCC[n+]1ccn(C)c1,EtSO4,CCOS([O-])(=O)=O,348.50900000000007
CCCCCCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],IM-C1-C10,CCCCCCCCCC[n+]1ccn(C)c1,MeSO4,COS([O-])(=O)=O,334.4820000000001
CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])O,IM-C1-C10,CCCCCCCCCC[n+]1ccn(C)c1,HSO4,[O-]S(O)(=O)=O,320.45500000000004
CCCCCCCCCC[n+]1ccn(C)c1.NCC(=O)[O-],IM-C1-C10,CCCCCCCCCC[n+]1ccn(C)c1,Gly,[NH2]CC([O-])=O,297.44300000000004
CCCCCCCCCC[n+]1ccn(C)c1.O=C([O-])C1CCCN1,IM-C1-C10,CCCCCCCCCC[n+]1ccn(C)c1,Pro,[O-]C(=O)C1CCCN1,337.50800000000015
CC(O)C(=O)[O-].CCCCCCCCCC[n+]1ccn(C)c1,IM-C1-C10,CCCCCCCCCC[n+]1ccn(C)c1,Lac,CC(O)C([O-])=O,312.45400000000006
CCCCCCCCCC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,IM-C1-C10,CCCCCCCCCC[n+]1ccn(C)c1,TFA,[O-]C(=O)C(F)(F)F,336.398
CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,IM-C1-C10,CCCCCCCCCC[n+]1ccn(C)c1,BETI,[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,603.5450000000003
CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,IM-C1-C10,CCCCCCCCCC[n+]1ccn(C)c1,FSI,[N-](S(=O)(=O)F)S(=O)(=O)F,403.5170000000001
CCCCCCCCCC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,IM-C1-C10,CCCCCCCCCC[n+]1ccn(C)c1,B(CN)4,[B-](C#N)(C#N)(C#N)C#N,338.2680000000001
CCCCCCCCCC[n+]1ccn(C)c1.CCOP(=O)([O-])OCC,IM-C1-C10,CCCCCCCCCC[n+]1ccn(C)c1,DEP,CCOP([O-])(=O)OCC,376.4780000000001
CCCCCCCCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],IM-C1-C10,CCCCCCCCCC[n+]1ccn(C)c1,MeSO3,CS([O-])(=O)=O,318.48300000000006
CCCCCCCCCC[n+]1ccn(C)c1.O=C[O-],IM-C1-C10,CCCCCCCCCC[n+]1ccn(C)c1,Formate,[O-]C=O,268.401
CCCCCCCCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1,IM-C1-C10,CCCCCCCCCC[n+]1ccn(C)c1,Benzoate,[O-]C(=O)c1ccccc1,344.4990000000001
CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,IM-C1-C12,CCCCCCCCCCCC[n+]1ccn(C)c1,NTf2,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,531.5850000000002
CCCCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,IM-C1-C12,CCCCCCCCCCCC[n+]1ccn(C)c1,BF4,F[B-](F)(F)F,338.24199999999996
CCCCCCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,IM-C1-C12,CCCCCCCCCCCC[n+]1ccn(C)c1,PF6,F[P-](F)(F)(F)(F)F,396.3999999999999
CCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],IM-C1-C12,CCCCCCCCCCCC[n+]1ccn(C)c1,Cl,[Cl-],286.89099999999996
CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],IM-C1-C12,CCCCCCCCCCCC[n+]1ccn(C)c1,Br,[Br-],331.342
CCCCCCCCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,IM-C1-C12,CCCCCCCCCCCC[n+]1ccn(C)c1,DCA,N#C[N-]C#N,317.48100000000005
CCCCCCCCCCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,IM-C1-C12,CCCCCCCCCCCC[n+]1ccn(C)c1,TCM,[C-](C#N)(C#N)C#N,341.5030000000001
CC(=O)[O-].CCCCCCCCCCCC[n+]1ccn(C)c1,IM-C1-C12,CCCCCCCCCCCC[n+]1ccn(C)c1,OAc,CC([O-])=O,310.4820000000001
CCCCCCCCCCCC[n+]1ccn(C)c1.N#C[S-],IM-C1-C12,CCCCCCCCCCCC[n+]1ccn(C)c1,SCN,[S-]C#N,309.523
CCCCCCCCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],IM-C1-C12,CCCCCCCCCCCC[n+]1ccn(C)c1,NO3,[O-][N+]([O-])=O,313.44200000000006
CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,IM-C1-C12,CCCCCCCCCCCC[n+]1ccn(C)c1,OTf,[O-]S(=O)(=O)C(F)(F)F,400.50700000000006
CCCCCCCCCCCC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],IM-C1-C12,CCCCCCCCCCCC[n+]1ccn(C)c1,EtSO4,CCOS([O-])(=O)=O,376.56300000000016
CCCCCCCCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],IM-C1-C12,CCCCCCCCCCCC[n+]1ccn(C)c1,MeSO4,COS([O-])(=O)=O,362.5360000000001
CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])O,IM-C1-C12,CCCCCCCCCCCC[n+]1ccn(C)c1,HSO4,[O-]S(O)(=O)=O,348.50900000000007
CCCCCCCCCCCC[n+]1ccn(C)c1.NCC(=O)[O-],IM-C1-C12,CCCCCCCCCCCC[n+]1ccn(C)c1,Gly,[NH2]CC([O-])=O,325.4970000000001
CCCCCCCCCCCC[n+]1ccn(C)c1.O=C([O-])C1CCCN1,IM-C1-C12,CCCCCCCCCCCC[n+]1ccn(C)c1,Pro,[O-]C(=O)C1CCCN1,365.5620000000002
CC(O)C(=O)[O-].CCCCCCCCCCCC[n+]1ccn(C)c1,IM-C1-C12,CCCCCCCCCCCC[n+]1ccn(C)c1,Lac,CC(O)C([O-])=O,340.5080000000001
CCCCCCCCCCCC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,IM-C1-C12,CCCCCCCCCCCC[n+]1ccn(C)c1,TFA,[O-]C(=O)C(F)(F)F,364.45200000000006
CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,IM-C1-C12,CCCCCCCCCCCC[n+]1ccn(C)c1,BETI,[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,631.5990000000003
CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,IM-C1-C12,CCCCCCCCCCCC[n+]1ccn(C)c1,FSI,[N-](S(=O)(=O)F)S(=O)(=O)F,431.5710000000001
CCCCCCCCCCCC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,IM-C1-C12,CCCCCCCCCCCC[n+]1ccn(C)c1,B(CN)4,[B-](C#N)(C#N)(C#N)C#N,366.3220000000001
CCCCCCCCCCCC[n+]1ccn(C)c1.CCOP(=O)([O-])OCC,IM-C1-C12,CCCCCCCCCCCC[n+]1ccn(C)c1,DEP,CCOP([O-])(=O)OCC,404.5320000000002
CCCCCCCCCCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],IM-C1-C12,CCCCCCCCCCCC[n+]1ccn(C)c1,MeSO3,CS([O-])(=O)=O,346.5370000000001
CCCCCCCCCCCC[n+]1ccn(C)c1.O=C[O-],IM-C1-C12,CCCCCCCCCCCC[n+]1ccn(C)c1,Formate,[O-]C=O,296.45500000000004
CCCCCCCCCCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1,IM-C1-C12,CCCCCCCCCCCC[n+]1ccn(C)c1,Benzoate,[O-]C(=O)c1ccccc1,372.5530000000001
CCCCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,IM-C1-C14,CCCCCCCCCCCCCC[n+]1ccn(C)c1,NTf2,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,559.6390000000002
CCCCCCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,IM-C1-C14,CCCCCCCCCCCCCC[n+]1ccn(C)c1,BF4,F[B-](F)(F)F,366.29599999999994
CCCCCCCCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,IM-C1-C14,CCCCCCCCCCCCCC[n+]1ccn(C)c1,PF6,F[P-](F)(F)(F)(F)F,424.4539999999999
CCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],IM-C1-C14,CCCCCCCCCCCCCC[n+]1ccn(C)c1,Cl,[Cl-],314.94499999999994
CCCCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],IM-C1-C14,CCCCCCCCCCCCCC[n+]1ccn(C)c1,Br,[Br-],359.39599999999996
CCCCCCCCCCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,IM-C1-C14,CCCCCCCCCCCCCC[n+]1ccn(C)c1,DCA,N#C[N-]C#N,345.535
CCCCCCCCCCCCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,IM-C1-C14,CCCCCCCCCCCCCC[n+]1ccn(C)c1,TCM,[C-](C#N)(C#N)C#N,369.5570000000001
CC(=O)[O-].CCCCCCCCCCCCCC[n+]1ccn(C)c1,IM-C1-C14,CCCCCCCCCCCCCC[n+]1ccn(C)c1,OAc,CC([O-])=O,338.53600000000006
CCCCCCCCCCCCCC[n+]1ccn(C)c1.N#C[S-],IM-C1-C14,CCCCCCCCCCCCCC[n+]1ccn(C)c1,SCN,[S-]C#N,337.577
CCCCCCCCCCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],IM-C1-C14,CCCCCCCCCCCCCC[n+]1ccn(C)c1,NO3,[O-][N+]([O-])=O,341.49600000000004
CCCCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,IM-C1-C14,CCCCCCCCCCCCCC[n+]1ccn(C)c1,OTf,[O-]S(=O)(=O)C(F)(F)F,428.56100000000004
CCCCCCCCCCCCCC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],IM-C1-C14,CCCCCCCCCCCCCC[n+]1ccn(C)c1,EtSO4,CCOS([O-])(=O)=O,404.61700000000013
CCCCCCCCCCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],IM-C1-C14,CCCCCCCCCCCCCC[n+]1ccn(C)c1,MeSO4,COS([O-])(=O)=O,390.5900000000001
CCCCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])O,IM-C1-C14,CCCCCCCCCCCCCC[n+]1ccn(C)c1,HSO4,[O-]S(O)(=O)=O,376.56300000000005
CCCCCCCCCCCCCC[n+]1ccn(C)c1.NCC(=O)[O-],IM-C1-C14,CCCCCCCCCCCCCC[n+]1ccn(C)c1,Gly,[NH2]CC([O-])=O,353.5510000000001
CCCCCCCCCCCCCC[n+]1ccn(C)c1.O=C([O-])C1CCCN1,IM-C1-C14,CCCCCCCCCCCCCC[n+]1ccn(C)c1,Pro,[O-]C(=O)C1CCCN1,393.61600000000016
CC(O)C(=O)[O-].CCCCCCCCCCCCCC[n+]1ccn(C)c1,IM-C1-C14,CCCCCCCCCCCCCC[n+]1ccn(C)c1,Lac,CC(O)C([O-])=O,368.56200000000007
CCCCCCCCCCCCCC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,IM-C1-C14,CCCCCCCCCCCCCC[n+]1ccn(C)c1,TFA,[O-]C(=O)C(F)(F)F,392.50600000000003
CCCCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,IM-C1-C14,CCCCCCCCCCCCCC[n+]1ccn(C)c1,BETI,[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,659.6530000000002
CCCCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,IM-C1-C14,CCCCCCCCCCCCCC[n+]1ccn(C)c1,FSI,[N-](S(=O)(=O)F)S(=O)(=O)F,459.62500000000006
CCCCCCCCCCCCCC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,IM-C1-C14,CCCCCCCCCCCCCC[n+]1ccn(C)c1,B(CN)4,[B-](C#N)(C#N)(C#N)C#N,394.3760000000001
CCCCCCCCCCCCCC[n+]1ccn(C)c1.CCOP(=O)([O-])OCC,IM-C1-C14,CCCCCCCCCCCCCC[n+]1ccn(C)c1,DEP,CCOP([O-])(=O)OCC,432.5860000000002
CCCCCCCCCCCCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],IM-C1-C14,CCCCCCCCCCCCCC[n+]1ccn(C)c1,MeSO3,CS([O-])(=O)=O,374.59100000000007
CCCCCCCCCCCCCC[n+]1ccn(C)c1.O=C[O-],IM-C1-C14,CCCCCCCCCCCCCC[n+]1ccn(C)c1,Formate,[O-]C=O,324.509
CCCCCCCCCCCCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1,IM-C1-C14,CCCCCCCCCCCCCC[n+]1ccn(C)c1,Benzoate,[O-]C(=O)c1ccccc1,400.6070000000001
CC=C[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,IM-C1-allyl,CC=C[n+]1ccn(C)c1,NTf2,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,403.326
CC=C[n+]1ccn(C)c1.F[B-](F)(F)F,IM-C1-allyl,CC=C[n+]1ccn(C)c1,BF4,F[B-](F)(F)F,209.98299999999995
CC=C[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,IM-C1-allyl,CC=C[n+]1ccn(C)c1,PF6,F[P-](F)(F)(F)(F)F,268.1409999999999
CC=C[n+]1ccn(C)c1.[Cl-],IM-C1-allyl,CC=C[n+]1ccn(C)c1,Cl,[Cl-],158.63199999999998
CC=C[n+]1ccn(C)c1.[Br-],IM-C1-allyl,CC=C[n+]1ccn(C)c1,Br,[Br-],203.08299999999997
CC=C[n+]1ccn(C)c1.N#C[N-]C#N,IM-C1-allyl,CC=C[n+]1ccn(C)c1,DCA,N#C[N-]C#N,189.22199999999998
CC=C[n+]1ccn(C)c1.N#C[C-](C#N)C#N,IM-C1-allyl,CC=C[n+]1ccn(C)c1,TCM,[C-](C#N)(C#N)C#N,213.24399999999997
CC(=O)[O-].CC=C[n+]1ccn(C)c1,IM-C1-allyl,CC=C[n+]1ccn(C)c1,OAc,CC([O-])=O,182.22299999999996
CC=C[n+]1ccn(C)c1.N#C[S-],IM-C1-allyl,CC=C[n+]1ccn(C)c1,SCN,[S-]C#N,181.26399999999998
CC=C[n+]1ccn(C)c1.O=[N+]([O-])[O-],IM-C1-allyl,CC=C[n+]1ccn(C)c1,NO3,[O-][N+]([O-])=O,185.18299999999996
CC=C[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,IM-C1-allyl,CC=C[n+]1ccn(C)c1,OTf,[O-]S(=O)(=O)C(F)(F)F,272.24799999999993
CC=C[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],IM-C1-allyl,CC=C[n+]1ccn(C)c1,EtSO4,CCOS([O-])(=O)=O,248.30399999999995
CC=C[n+]1ccn(C)c1.COS(=O)(=O)[O-],IM-C1-allyl,CC=C[n+]1ccn(C)c1,MeSO4,COS([O-])(=O)=O,234.27699999999996
CC=C[n+]1ccn(C)c1.O=S(=O)([O-])O,IM-C1-allyl,CC=C[n+]1ccn(C)c1,HSO4,[O-]S(O)(=O)=O,220.24999999999997
CC=C[n+]1ccn(C)c1.NCC(=O)[O-],IM-C1-allyl,CC=C[n+]1ccn(C)c1,Gly,[NH2]CC([O-])=O,197.23799999999994
CC=C[n+]1ccn(C)c1.O=C([O-])C1CCCN1,IM-C1-allyl,CC=C[n+]1ccn(C)c1,Pro,[O-]C(=O)C1CCCN1,237.30299999999994
CC(O)C(=O)[O-].CC=C[n+]1ccn(C)c1,IM-C1-allyl,CC=C[n+]1ccn(C)c1,Lac,CC(O)C([O-])=O,212.24899999999997
CC=C[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,IM-C1-allyl,CC=C[n+]1ccn(C)c1,TFA,[O-]C(=O)C(F)(F)F,236.19299999999993
CC=C[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,IM-C1-allyl,CC=C[n+]1ccn(C)c1,BETI,[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,503.34
