smiles,cation_name,cation_smiles,anion_name,anion_smiles,molecular_weight
CCCC[n+]1ccn(CC)c1.O=S(=O)([O-])C(F)(F)F,IM-C2-C4,CCCC[n+]1ccn(CC)c1,OTf,[O-]S(=O)(=O)C(F)(F)F,302.318
CCCC[n+]1ccn(CC)c1.CCOS(=O)(=O)[O-],IM-C2-C4,CCCC[n+]1ccn(CC)c1,EtSO4,CCOS([O-])(=O)=O,278.374
CCCC[n+]1ccn(CC)c1.COS(=O)(=O)[O-],IM-C2-C4,CCCC[n+]1ccn(CC)c1,MeSO4,COS([O-])(=O)=O,264.347
CCCC[n+]1ccn(CC)c1.O=S(=O)([O-])O,IM-C2-C4,CCCC[n+]1ccn(CC)c1,HSO4,[O-]S(O)(=O)=O,250.32
CCCC[n+]1ccn(CC)c1.NCC(=O)[O-],IM-C2-C4,CCCC[n+]1ccn(CC)c1,Gly,[NH2]CC([O-])=O,227.30799999999996
CCCC[n+]1ccn(CC)c1.O=C([O-])C1CCCN1,IM-C2-C4,CCCC[n+]1ccn(CC)c1,Pro,[O-]C(=O)C1CCCN1,267.37299999999993
CC(O)C(=O)[O-].CCCC[n+]1ccn(CC)c1,IM-C2-C4,CCCC[n+]1ccn(CC)c1,Lac,CC(O)C([O-])=O,242.319
CCCC[n+]1ccn(CC)c1.O=C([O-])C(F)(F)F,IM-C2-C4,CCCC[n+]1ccn(CC)c1,TFA,[O-]C(=O)C(F)(F)F,266.263
CCCC[n+]1ccn(CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,IM-C2-C4,CCCC[n+]1ccn(CC)c1,BETI,[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,533.4100000000001
CCCC[n+]1ccn(CC)c1.O=S(=O)(F)[N-]S(=O)(=O)F,IM-C2-C4,CCCC[n+]1ccn(CC)c1,FSI,[N-](S(=O)(=O)F)S(=O)(=O)F,333.382
CCCC[n+]1ccn(CC)c1.N#C[B-](C#N)(C#N)C#N,IM-C2-C4,CCCC[n+]1ccn(CC)c1,B(CN)4,[B-](C#N)(C#N)(C#N)C#N,268.133
CCCC[n+]1ccn(CC)c1.CCOP(=O)([O-])OCC,IM-C2-C4,CCCC[n+]1ccn(CC)c1,DEP,CCOP([O-])(=O)OCC,306.3430000000001
CCCC[n+]1ccn(CC)c1.CS(=O)(=O)[O-],IM-C2-C4,CCCC[n+]1ccn(CC)c1,MeSO3,CS([O-])(=O)=O,248.34799999999998
CCCC[n+]1ccn(CC)c1.O=C[O-],IM-C2-C4,CCCC[n+]1ccn(CC)c1,Formate,[O-]C=O,198.266
CCCC[n+]1ccn(CC)c1.O=C([O-])c1ccccc1,IM-C2-C4,CCCC[n+]1ccn(CC)c1,Benzoate,[O-]C(=O)c1ccccc1,274.364
CCCCC[n+]1ccn(CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,IM-C2-C5,CCCCC[n+]1ccn(CC)c1,NTf2,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,447.423
CCCCC[n+]1ccn(CC)c1.F[B-](F)(F)F,IM-C2-C5,CCCCC[n+]1ccn(CC)c1,BF4,F[B-](F)(F)F,254.07999999999996
CCCCC[n+]1ccn(CC)c1.F[P-](F)(F)(F)(F)F,IM-C2-C5,CCCCC[n+]1ccn(CC)c1,PF6,F[P-](F)(F)(F)(F)F,312.23799999999994
CCCCC[n+]1ccn(CC)c1.[Cl-],IM-C2-C5,CCCCC[n+]1ccn(CC)c1,Cl,[Cl-],202.72899999999998
CCCCC[n+]1ccn(CC)c1.[Br-],IM-C2-C5,CCCCC[n+]1ccn(CC)c1,Br,[Br-],247.17999999999998
CCCCC[n+]1ccn(CC)c1.N#C[N-]C#N,IM-C2-C5,CCCCC[n+]1ccn(CC)c1,DCA,N#C[N-]C#N,233.319
CCCCC[n+]1ccn(CC)c1.N#C[C-](C#N)C#N,IM-C2-C5,CCCCC[n+]1ccn(CC)c1,TCM,[C-](C#N)(C#N)C#N,257.34099999999995
CC(=O)[O-].CCCCC[n+]1ccn(CC)c1,IM-C2-C5,CCCCC[n+]1ccn(CC)c1,OAc,CC([O-])=O,226.31999999999996
CCCCC[n+]1ccn(CC)c1.N#C[S-],IM-C2-C5,CCCCC[n+]1ccn(CC)c1,SCN,[S-]C#N,225.361
CCCCC[n+]1ccn(CC)c1.O=[N+]([O-])[O-],IM-C2-C5,CCCCC[n+]1ccn(CC)c1,NO3,[O-][N+]([O-])=O,229.27999999999997
CCCCC[n+]1ccn(CC)c1.O=S(=O)([O-])C(F)(F)F,IM-C2-C5,CCCCC[n+]1ccn(CC)c1,OTf,[O-]S(=O)(=O)C(F)(F)F,316.34499999999997
CCCCC[n+]1ccn(CC)c1.CCOS(=O)(=O)[O-],IM-C2-C5,CCCCC[n+]1ccn(CC)c1,EtSO4,CCOS([O-])(=O)=O,292.401
CCCCC[n+]1ccn(CC)c1.COS(=O)(=O)[O-],IM-C2-C5,CCCCC[n+]1ccn(CC)c1,MeSO4,COS([O-])(=O)=O,278.374
CCCCC[n+]1ccn(CC)c1.O=S(=O)([O-])O,IM-C2-C5,CCCCC[n+]1ccn(CC)c1,HSO4,[O-]S(O)(=O)=O,264.347
CCCCC[n+]1ccn(CC)c1.NCC(=O)[O-],IM-C2-C5,CCCCC[n+]1ccn(CC)c1,Gly,[NH2]CC([O-])=O,241.33499999999995
CCCCC[n+]1ccn(CC)c1.O=C([O-])C1CCCN1,IM-C2-C5,CCCCC[n+]1ccn(CC)c1,Pro,[O-]C(=O)C1CCCN1,281.4
CC(O)C(=O)[O-].CCCCC[n+]1ccn(CC)c1,IM-C2-C5,CCCCC[n+]1ccn(CC)c1,Lac,CC(O)C([O-])=O,256.346
CCCCC[n+]1ccn(CC)c1.O=C([O-])C(F)(F)F,IM-C2-C5,CCCCC[n+]1ccn(CC)c1,TFA,[O-]C(=O)C(F)(F)F,280.28999999999996
CCCCC[n+]1ccn(CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,IM-C2-C5,CCCCC[n+]1ccn(CC)c1,BETI,[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,547.4370000000001
CCCCC[n+]1ccn(CC)c1.O=S(=O)(F)[N-]S(=O)(=O)F,IM-C2-C5,CCCCC[n+]1ccn(CC)c1,FSI,[N-](S(=O)(=O)F)S(=O)(=O)F,347.40900000000005
CCCCC[n+]1ccn(CC)c1.N#C[B-](C#N)(C#N)C#N,IM-C2-C5,CCCCC[n+]1ccn(CC)c1,B(CN)4,[B-](C#N)(C#N)(C#N)C#N,282.16
CCCCC[n+]1ccn(CC)c1.CCOP(=O)([O-])OCC,IM-C2-C5,CCCCC[n+]1ccn(CC)c1,DEP,CCOP([O-])(=O)OCC,320.37000000000006
CCCCC[n+]1ccn(CC)c1.CS(=O)(=O)[O-],IM-C2-C5,CCCCC[n+]1ccn(CC)c1,MeSO3,CS([O-])(=O)=O,262.375
CCCCC[n+]1ccn(CC)c1.O=C[O-],IM-C2-C5,CCCCC[n+]1ccn(CC)c1,Formate,[O-]C=O,212.29299999999998
CCCCC[n+]1ccn(CC)c1.O=C([O-])c1ccccc1,IM-C2-C5,CCCCC[n+]1ccn(CC)c1,Benzoate,[O-]C(=O)c1ccccc1,288.39099999999996
CCCCCC[n+]1ccn(CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,IM-C2-C6,CCCCCC[n+]1ccn(CC)c1,NTf2,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,461.45000000000005
CCCCCC[n+]1ccn(CC)c1.F[B-](F)(F)F,IM-C2-C6,CCCCCC[n+]1ccn(CC)c1,BF4,F[B-](F)(F)F,268.10699999999997
CCCCCC[n+]1ccn(CC)c1.F[P-](F)(F)(F)(F)F,IM-C2-C6,CCCCCC[n+]1ccn(CC)c1,PF6,F[P-](F)(F)(F)(F)F,326.26499999999993
CCCCCC[n+]1ccn(CC)c1.[Cl-],IM-C2-C6,CCCCCC[n+]1ccn(CC)c1,Cl,[Cl-],216.75599999999997
CCCCCC[n+]1ccn(CC)c1.[Br-],IM-C2-C6,CCCCCC[n+]1ccn(CC)c1,Br,[Br-],261.207
CCCCCC[n+]1ccn(CC)c1.N#C[N-]C#N,IM-C2-C6,CCCCCC[n+]1ccn(CC)c1,DCA,N#C[N-]C#N,247.34599999999998
CCCCCC[n+]1ccn(CC)c1.N#C[C-](C#N)C#N,IM-C2-C6,CCCCCC[n+]1ccn(CC)c1,TCM,[C-](C#N)(C#N)C#N,271.368
CC(=O)[O-].CCCCCC[n+]1ccn(CC)c1,IM-C2-C6,CCCCCC[n+]1ccn(CC)c1,OAc,CC([O-])=O,240.34699999999995
CCCCCC[n+]1ccn(CC)c1.N#C[S-],IM-C2-C6,CCCCCC[n+]1ccn(CC)c1,SCN,[S-]C#N,239.38799999999998
CCCCCC[n+]1ccn(CC)c1.O=[N+]([O-])[O-],IM-C2-C6,CCCCCC[n+]1ccn(CC)c1,NO3,[O-][N+]([O-])=O,243.30699999999996
CCCCCC[n+]1ccn(CC)c1.O=S(=O)([O-])C(F)(F)F,IM-C2-C6,CCCCCC[n+]1ccn(CC)c1,OTf,[O-]S(=O)(=O)C(F)(F)F,330.37199999999996
CCCCCC[n+]1ccn(CC)c1.CCOS(=O)(=O)[O-],IM-C2-C6,CCCCCC[n+]1ccn(CC)c1,EtSO4,CCOS([O-])(=O)=O,306.428
CCCCCC[n+]1ccn(CC)c1.COS(=O)(=O)[O-],IM-C2-C6,CCCCCC[n+]1ccn(CC)c1,MeSO4,COS([O-])(=O)=O,292.401
CCCCCC[n+]1ccn(CC)c1.O=S(=O)([O-])O,IM-C2-C6,CCCCCC[n+]1ccn(CC)c1,HSO4,[O-]S(O)(=O)=O,278.374
CCCCCC[n+]1ccn(CC)c1.NCC(=O)[O-],IM-C2-C6,CCCCCC[n+]1ccn(CC)c1,Gly,[NH2]CC([O-])=O,255.36199999999994
CCCCCC[n+]1ccn(CC)c1.O=C([O-])C1CCCN1,IM-C2-C6,CCCCCC[n+]1ccn(CC)c1,Pro,[O-]C(=O)C1CCCN1,295.427
CC(O)C(=O)[O-].CCCCCC[n+]1ccn(CC)c1,IM-C2-C6,CCCCCC[n+]1ccn(CC)c1,Lac,CC(O)C([O-])=O,270.373
CCCCCC[n+]1ccn(CC)c1.O=C([O-])C(F)(F)F,IM-C2-C6,CCCCCC[n+]1ccn(CC)c1,TFA,[O-]C(=O)C(F)(F)F,294.31699999999995
CCCCCC[n+]1ccn(CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,IM-C2-C6,CCCCCC[n+]1ccn(CC)c1,BETI,[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,561.4640000000002
CCCCCC[n+]1ccn(CC)c1.O=S(=O)(F)[N-]S(=O)(=O)F,IM-C2-C6,CCCCCC[n+]1ccn(CC)c1,FSI,[N-](S(=O)(=O)F)S(=O)(=O)F,361.43600000000004
CCCCCC[n+]1ccn(CC)c1.N#C[B-](C#N)(C#N)C#N,IM-C2-C6,CCCCCC[n+]1ccn(CC)c1,B(CN)4,[B-](C#N)(C#N)(C#N)C#N,296.187
CCCCCC[n+]1ccn(CC)c1.CCOP(=O)([O-])OCC,IM-C2-C6,CCCCCC[n+]1ccn(CC)c1,DEP,CCOP([O-])(=O)OCC,334.3970000000001
CCCCCC[n+]1ccn(CC)c1.CS(=O)(=O)[O-],IM-C2-C6,CCCCCC[n+]1ccn(CC)c1,MeSO3,CS([O-])(=O)=O,276.402
CCCCCC[n+]1ccn(CC)c1.O=C[O-],IM-C2-C6,CCCCCC[n+]1ccn(CC)c1,Formate,[O-]C=O,226.31999999999996
CCCCCC[n+]1ccn(CC)c1.O=C([O-])c1ccccc1,IM-C2-C6,CCCCCC[n+]1ccn(CC)c1,Benzoate,[O-]C(=O)c1ccccc1,302.41799999999995
CCCCCCC[n+]1ccn(CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,IM-C2-C7,CCCCCCC[n+]1ccn(CC)c1,NTf2,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,475.4770000000001
CCCCCCC[n+]1ccn(CC)c1.F[B-](F)(F)F,IM-C2-C7,CCCCCCC[n+]1ccn(CC)c1,BF4,F[B-](F)(F)F,282.134
CCCCCCC[n+]1ccn(CC)c1.F[P-](F)(F)(F)(F)F,IM-C2-C7,CCCCCCC[n+]1ccn(CC)c1,PF6,F[P-](F)(F)(F)(F)F,340.292
CCCCCCC[n+]1ccn(CC)c1.[Cl-],IM-C2-C7,CCCCCCC[n+]1ccn(CC)c1,Cl,[Cl-],230.78300000000002
CCCCCCC[n+]1ccn(CC)c1.[Br-],IM-C2-C7,CCCCCCC[n+]1ccn(CC)c1,Br,[Br-],275.23400000000004
CCCCCCC[n+]1ccn(CC)c1.N#C[N-]C#N,IM-C2-C7,CCCCCCC[n+]1ccn(CC)c1,DCA,N#C[N-]C#N,261.373
CCCCCCC[n+]1ccn(CC)c1.N#C[C-](C#N)C#N,IM-C2-C7,CCCCCCC[n+]1ccn(CC)c1,TCM,[C-](C#N)(C#N)C#N,285.39500000000004
CC(=O)[O-].CCCCCCC[n+]1ccn(CC)c1,IM-C2-C7,CCCCCCC[n+]1ccn(CC)c1,OAc,CC([O-])=O,254.374
CCCCCCC[n+]1ccn(CC)c1.N#C[S-],IM-C2-C7,CCCCCCC[n+]1ccn(CC)c1,SCN,[S-]C#N,253.41500000000002
CCCCCCC[n+]1ccn(CC)c1.O=[N+]([O-])[O-],IM-C2-C7,CCCCCCC[n+]1ccn(CC)c1,NO3,[O-][N+]([O-])=O,257.334
CCCCCCC[n+]1ccn(CC)c1.O=S(=O)([O-])C(F)(F)F,IM-C2-C7,CCCCCCC[n+]1ccn(CC)c1,OTf,[O-]S(=O)(=O)C(F)(F)F,344.39900000000006
CCCCCCC[n+]1ccn(CC)c1.CCOS(=O)(=O)[O-],IM-C2-C7,CCCCCCC[n+]1ccn(CC)c1,EtSO4,CCOS([O-])(=O)=O,320.45500000000004
CCCCCCC[n+]1ccn(CC)c1.COS(=O)(=O)[O-],IM-C2-C7,CCCCCCC[n+]1ccn(CC)c1,MeSO4,COS([O-])(=O)=O,306.42800000000005
CCCCCCC[n+]1ccn(CC)c1.O=S(=O)([O-])O,IM-C2-C7,CCCCCCC[n+]1ccn(CC)c1,HSO4,[O-]S(O)(=O)=O,292.40100000000007
CCCCCCC[n+]1ccn(CC)c1.NCC(=O)[O-],IM-C2-C7,CCCCCCC[n+]1ccn(CC)c1,Gly,[NH2]CC([O-])=O,269.389
CCCCCCC[n+]1ccn(CC)c1.O=C([O-])C1CCCN1,IM-C2-C7,CCCCCCC[n+]1ccn(CC)c1,Pro,[O-]C(=O)C1CCCN1,309.4540000000001
CC(O)C(=O)[O-].CCCCCCC[n+]1ccn(CC)c1,IM-C2-C7,CCCCCCC[n+]1ccn(CC)c1,Lac,CC(O)C([O-])=O,284.40000000000003
CCCCCCC[n+]1ccn(CC)c1.O=C([O-])C(F)(F)F,IM-C2-C7,CCCCCCC[n+]1ccn(CC)c1,TFA,[O-]C(=O)C(F)(F)F,308.344
CCCCCCC[n+]1ccn(CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,IM-C2-C7,CCCCCCC[n+]1ccn(CC)c1,BETI,[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,575.4910000000002
CCCCCCC[n+]1ccn(CC)c1.O=S(=O)(F)[N-]S(=O)(=O)F,IM-C2-C7,CCCCCCC[n+]1ccn(CC)c1,FSI,[N-](S(=O)(=O)F)S(=O)(=O)F,375.4630000000001
CCCCCCC[n+]1ccn(CC)c1.N#C[B-](C#N)(C#N)C#N,IM-C2-C7,CCCCCCC[n+]1ccn(CC)c1,B(CN)4,[B-](C#N)(C#N)(C#N)C#N,310.21400000000006
CCCCCCC[n+]1ccn(CC)c1.CCOP(=O)([O-])OCC,IM-C2-C7,CCCCCCC[n+]1ccn(CC)c1,DEP,CCOP([O-])(=O)OCC,348.42400000000015
CCCCCCC[n+]1ccn(CC)c1.CS(=O)(=O)[O-],IM-C2-C7,CCCCCCC[n+]1ccn(CC)c1,MeSO3,CS([O-])(=O)=O,290.4290000000001
CCCCCCC[n+]1ccn(CC)c1.O=C[O-],IM-C2-C7,CCCCCCC[n+]1ccn(CC)c1,Formate,[O-]C=O,240.347
CCCCCCC[n+]1ccn(CC)c1.O=C([O-])c1ccccc1,IM-C2-C7,CCCCCCC[n+]1ccn(CC)c1,Benzoate,[O-]C(=O)c1ccccc1,316.445
CCCCCCCC[n+]1ccn(CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,IM-C2-C8,CCCCCCCC[n+]1ccn(CC)c1,NTf2,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,489.50400000000013
CCCCCCCC[n+]1ccn(CC)c1.F[B-](F)(F)F,IM-C2-C8,CCCCCCCC[n+]1ccn(CC)c1,BF4,F[B-](F)(F)F,296.161
CCCCCCCC[n+]1ccn(CC)c1.F[P-](F)(F)(F)(F)F,IM-C2-C8,CCCCCCCC[n+]1ccn(CC)c1,PF6,F[P-](F)(F)(F)(F)F,354.31899999999996
CCCCCCCC[n+]1ccn(CC)c1.[Cl-],IM-C2-C8,CCCCCCCC[n+]1ccn(CC)c1,Cl,[Cl-],244.81000000000003
CCCCCCCC[n+]1ccn(CC)c1.[Br-],IM-C2-C8,CCCCCCCC[n+]1ccn(CC)c1,Br,[Br-],289.261
CCCCCCCC[n+]1ccn(CC)c1.N#C[N-]C#N,IM-C2-C8,CCCCCCCC[n+]1ccn(CC)c1,DCA,N#C[N-]C#N,275.40000000000003
CCCCCCCC[n+]1ccn(CC)c1.N#C[C-](C#N)C#N,IM-C2-C8,CCCCCCCC[n+]1ccn(CC)c1,TCM,[C-](C#N)(C#N)C#N,299.4220000000001
CC(=O)[O-].CCCCCCCC[n+]1ccn(CC)c1,IM-C2-C8,CCCCCCCC[n+]1ccn(CC)c1,OAc,CC([O-])=O,268.401
CCCCCCCC[n+]1ccn(CC)c1.N#C[S-],IM-C2-C8,CCCCCCCC[n+]1ccn(CC)c1,SCN,[S-]C#N,267.442
CCCCCCCC[n+]1ccn(CC)c1.O=[N+]([O-])[O-],IM-C2-C8,CCCCCCCC[n+]1ccn(CC)c1,NO3,[O-][N+]([O-])=O,271.36100000000005
CCCCCCCC[n+]1ccn(CC)c1.O=S(=O)([O-])C(F)(F)F,IM-C2-C8,CCCCCCCC[n+]1ccn(CC)c1,OTf,[O-]S(=O)(=O)C(F)(F)F,358.42600000000004
CCCCCCCC[n+]1ccn(CC)c1.CCOS(=O)(=O)[O-],IM-C2-C8,CCCCCCCC[n+]1ccn(CC)c1,EtSO4,CCOS([O-])(=O)=O,334.4820000000001
CCCCCCCC[n+]1ccn(CC)c1.COS(=O)(=O)[O-],IM-C2-C8,CCCCCCCC[n+]1ccn(CC)c1,MeSO4,COS([O-])(=O)=O,320.4550000000001
CCCCCCCC[n+]1ccn(CC)c1.O=S(=O)([O-])O,IM-C2-C8,CCCCCCCC[n+]1ccn(CC)c1,HSO4,[O-]S(O)(=O)=O,306.42800000000005
CCCCCCCC[n+]1ccn(CC)c1.NCC(=O)[O-],IM-C2-C8,CCCCCCCC[n+]1ccn(CC)c1,Gly,[NH2]CC([O-])=O,283.41600000000005
CCCCCCCC[n+]1ccn(CC)c1.O=C([O-])C1CCCN1,IM-C2-C8,CCCCCCCC[n+]1ccn(CC)c1,Pro,[O-]C(=O)C1CCCN1,323.4810000000001
CC(O)C(=O)[O-].CCCCCCCC[n+]1ccn(CC)c1,IM-C2-C8,CCCCCCCC[n+]1ccn(CC)c1,Lac,CC(O)C([O-])=O,298.4270000000001
CCCCCCCC[n+]1ccn(CC)c1.O=C([O-])C(F)(F)F,IM-C2-C8,CCCCCCCC[n+]1ccn(CC)c1,TFA,[O-]C(=O)C(F)(F)F,322.371
CCCCCCCC[n+]1ccn(CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,IM-C2-C8,CCCCCCCC[n+]1ccn(CC)c1,BETI,[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,589.5180000000003
CCCCCCCC[n+]1ccn(CC)c1.O=S(=O)(F)[N-]S(=O)(=O)F,IM-C2-C8,CCCCCCCC[n+]1ccn(CC)c1,FSI,[N-](S(=O)(=O)F)S(=O)(=O)F,389.4900000000001
CCCCCCCC[n+]1ccn(CC)c1.N#C[B-](C#N)(C#N)C#N,IM-C2-C8,CCCCCCCC[n+]1ccn(CC)c1,B(CN)4,[B-](C#N)(C#N)(C#N)C#N,324.2410000000001
CCCCCCCC[n+]1ccn(CC)c1.CCOP(=O)([O-])OCC,IM-C2-C8,CCCCCCCC[n+]1ccn(CC)c1,DEP,CCOP([O-])(=O)OCC,362.45100000000014
CCCCCCCC[n+]1ccn(CC)c1.CS(=O)(=O)[O-],IM-C2-C8,CCCCCCCC[n+]1ccn(CC)c1,MeSO3,CS([O-])(=O)=O,304.4560000000001
CCCCCCCC[n+]1ccn(CC)c1.O=C[O-],IM-C2-C8,CCCCCCCC[n+]1ccn(CC)c1,Formate,[O-]C=O,254.37400000000002
CCCCCCCC[n+]1ccn(CC)c1.O=C([O-])c1ccccc1,IM-C2-C8,CCCCCCCC[n+]1ccn(CC)c1,Benzoate,[O-]C(=O)c1ccccc1,330.47200000000004
CCCCCCCCCC[n+]1ccn(CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,IM-C2-C10,CCCCCCCCCC[n+]1ccn(CC)c1,NTf2,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,517.5580000000001
CCCCCCCCCC[n+]1ccn(CC)c1.F[B-](F)(F)F,IM-C2-C10,CCCCCCCCCC[n+]1ccn(CC)c1,BF4,F[B-](F)(F)F,324.215
CCCCCCCCCC[n+]1ccn(CC)c1.F[P-](F)(F)(F)(F)F,IM-C2-C10,CCCCCCCCCC[n+]1ccn(CC)c1,PF6,F[P-](F)(F)(F)(F)F,382.37299999999993
CCCCCCCCCC[n+]1ccn(CC)c1.[Cl-],IM-C2-C10,CCCCCCCCCC[n+]1ccn(CC)c1,Cl,[Cl-],272.86400000000003
CCCCCCCCCC[n+]1ccn(CC)c1.[Br-],IM-C2-C10,CCCCCCCCCC[n+]1ccn(CC)c1,Br,[Br-],317.315
CCCCCCCCCC[n+]1ccn(CC)c1.N#C[N-]C#N,IM-C2-C10,CCCCCCCCCC[n+]1ccn(CC)c1,DCA,N#C[N-]C#N,303.45400000000006
CCCCCCCCCC[n+]1ccn(CC)c1.N#C[C-](C#N)C#N,IM-C2-C10,CCCCCCCCCC[n+]1ccn(CC)c1,TCM,[C-](C#N)(C#N)C#N,327.47600000000006
CC(=O)[O-].CCCCCCCCCC[n+]1ccn(CC)c1,IM-C2-C10,CCCCCCCCCC[n+]1ccn(CC)c1,OAc,CC([O-])=O,296.45500000000004
CCCCCCCCCC[n+]1ccn(CC)c1.N#C[S-],IM-C2-C10,CCCCCCCCCC[n+]1ccn(CC)c1,SCN,[S-]C#N,295.49600000000004
CCCCCCCCCC[n+]1ccn(CC)c1.O=[N+]([O-])[O-],IM-C2-C10,CCCCCCCCCC[n+]1ccn(CC)c1,NO3,[O-][N+]([O-])=O,299.415
CCCCCCCCCC[n+]1ccn(CC)c1.O=S(=O)([O-])C(F)(F)F,IM-C2-C10,CCCCCCCCCC[n+]1ccn(CC)c1,OTf,[O-]S(=O)(=O)C(F)(F)F,386.48
CCCCCCCCCC[n+]1ccn(CC)c1.CCOS(=O)(=O)[O-],IM-C2-C10,CCCCCCCCCC[n+]1ccn(CC)c1,EtSO4,CCOS([O-])(=O)=O,362.5360000000001
CCCCCCCCCC[n+]1ccn(CC)c1.COS(=O)(=O)[O-],IM-C2-C10,CCCCCCCCCC[n+]1ccn(CC)c1,MeSO4,COS([O-])(=O)=O,348.50900000000007
CCCCCCCCCC[n+]1ccn(CC)c1.O=S(=O)([O-])O,IM-C2-C10,CCCCCCCCCC[n+]1ccn(CC)c1,HSO4,[O-]S(O)(=O)=O,334.482
CCCCCCCCCC[n+]1ccn(CC)c1.NCC(=O)[O-],IM-C2-C10,CCCCCCCCCC[n+]1ccn(CC)c1,Gly,[NH2]CC([O-])=O,311.4700000000001
CCCCCCCCCC[n+]1ccn(CC)c1.O=C([O-])C1CCCN1,IM-C2-C10,CCCCCCCCCC[n+]1ccn(CC)c1,Pro,[O-]C(=O)C1CCCN1,351.53500000000014
CC(O)C(=O)[O-].CCCCCCCCCC[n+]1ccn(CC)c1,IM-C2-C10,CCCCCCCCCC[n+]1ccn(CC)c1,Lac,CC(O)C([O-])=O,326.48100000000005
CCCCCCCCCC[n+]1ccn(CC)c1.O=C([O-])C(F)(F)F,IM-C2-C10,CCCCCCCCCC[n+]1ccn(CC)c1,TFA,[O-]C(=O)C(F)(F)F,350.425
CCCCCCCCCC[n+]1ccn(CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,IM-C2-C10,CCCCCCCCCC[n+]1ccn(CC)c1,BETI,[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,617.5720000000003
CCCCCCCCCC[n+]1ccn(CC)c1.O=S(=O)(F)[N-]S(=O)(=O)F,IM-C2-C10,CCCCCCCCCC[n+]1ccn(CC)c1,FSI,[N-](S(=O)(=O)F)S(=O)(=O)F,417.5440000000001
CCCCCCCCCC[n+]1ccn(CC)c1.N#C[B-](C#N)(C#N)C#N,IM-C2-C10,CCCCCCCCCC[n+]1ccn(CC)c1,B(CN)4,[B-](C#N)(C#N)(C#N)C#N,352.29500000000013
CCCCCCCCCC[n+]1ccn(CC)c1.CCOP(=O)([O-])OCC,IM-C2-C10,CCCCCCCCCC[n+]1ccn(CC)c1,DEP,CCOP([O-])(=O)OCC,390.50500000000017
CCCCCCCCCC[n+]1ccn(CC)c1.CS(=O)(=O)[O-],IM-C2-C10,CCCCCCCCCC[n+]1ccn(CC)c1,MeSO3,CS([O-])(=O)=O,332.51000000000005
CCCCCCCCCC[n+]1ccn(CC)c1.O=C[O-],IM-C2-C10,CCCCCCCCCC[n+]1ccn(CC)c1,Formate,[O-]C=O,282.428
CCCCCCCCCC[n+]1ccn(CC)c1.O=C([O-])c1ccccc1,IM-C2-C10,CCCCCCCCCC[n+]1ccn(CC)c1,Benzoate,[O-]C(=O)c1ccccc1,358.52600000000007
CCCCCCCCCCCC[n+]1ccn(CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,IM-C2-C12,CCCCCCCCCCCC[n+]1ccn(CC)c1,NTf2,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,545.6120000000002
CCCCCCCCCCCC[n+]1ccn(CC)c1.F[B-](F)(F)F,IM-C2-C12,CCCCCCCCCCCC[n+]1ccn(CC)c1,BF4,F[B-](F)(F)F,352.26899999999995
